transaction_id,date,product_id,product_name,category,quantity,unit_price,line_total
T00028,2025-05-23,P024,Bananas,Produce,1,1.49,1.49
T00028,2025-05-23,P008,Coffee,Beverages,2,7.99,15.98
T00028,2025-05-23,P004,Milk,Dairy,1,1.99,1.99
T00028,2025-05-23,P009,Sugar,Pantry,1,2.19,2.19
T00028,2025-05-23,P030,Yogurt,Dairy,1,4.49,4.49
T00029,2025-05-16,P006,Cheese,Dairy,1,5.49,5.49
T00029,2025-05-16,P020,Soda,Beverages,1,2.49,2.49
T00030,2025-03-02,P026,Lettuce,Produce,1,1.99,1.99
T00030,2025-03-02,P020,Soda,Beverages,1,2.49,2.49
T00031,2025-06-18,P006,Cheese,Dairy,1,5.49,5.49
T00031,2025-06-18,P020,Soda,Beverages,2,2.49,4.98
T00032,2025-03-03,P008,Coffee,Beverages,2,7.99,15.98
T00032,2025-03-03,P004,Milk,Dairy,1,1.99,1.99
T00033,2025-04-28,P024,Bananas,Produce,1,1.49,1.49
T00033,2025-04-28,P007,Cereal,Breakfast,1,4.29,4.29
T00033,2025-04-28,P026,Lettuce,Produce,1,1.99,1.99
T00034,2025-01-18,P025,Apples,Produce,1,2.99,2.99
T00034,2025-01-18,P018,Chips,Snacks,1,3.49,3.49
T00034,2025-01-18,P011,Pasta,Pantry,3,1.79,5.37
T00034,2025-01-18,P019,Salsa,Snacks,1,3.79,3.79
T00034,2025-01-18,P012,Tomato Sauce,Pantry,2,2.89,5.78
T00035,2025-03-09,P024,Bananas,Produce,1,1.49,1.49
T00036,2025-03-14,P017,Beer,Alcohol,1,9.99,9.99
T00036,2025-03-14,P006,Cheese,Dairy,2,5.49,10.98
T00037,2025-01-14,P013,Parmesan,Dairy,1,6.49,6.49
T00037,2025-01-14,P021,Wine,Alcohol,3,12.99,38.97
T00038,2025-02-11,P013,Parmesan,Dairy,1,6.49,6.49
T00038,2025-02-11,P027,Tomatoes,Produce,1,2.49,2.49
T00038,2025-02-11,P021,Wine,Alcohol,1,12.99,12.99
T00039,2025-04-05,P008,Coffee,Beverages,2,7.99,15.98
T00039,2025-04-05,P004,Milk,Dairy,1,1.99,1.99
T00039,2025-04-05,P009,Sugar,Pantry,1,2.19,2.19
T00039,2025-04-05,P021,Wine,Alcohol,1,12.99,12.99
T00040,2025-05-24,P007,Cereal,Breakfast,3,4.29,12.87
T00040,2025-05-24,P006,Cheese,Dairy,2,5.49,10.98
T00040,2025-05-24,P008,Coffee,Beverages,2,7.99,15.98
T00040,2025-05-24,P021,Wine,Alcohol,2,12.99,25.98
T00041,2025-03-10,P024,Bananas,Produce,1,1.49,1.49
T00042,2025-05-01,P009,Sugar,Pantry,1,2.19,2.19
T00042,2025-05-01,P010,Tea,Beverages,1,4.49,4.49
T00043,2025-04-13,P005,Eggs,Dairy,1,3.49,3.49
T00044,2025-06-14,P006,Cheese,Dairy,1,5.49,5.49
T00044,2025-06-14,P027,Tomatoes,Produce,3,2.49,7.47
T00045,2025-02-15,P028,Chicken Breast,Meat,1,7.49,7.49
T00045,2025-02-15,P004,Milk,Dairy,1,1.99,1.99
T00045,2025-02-15,P029,Rice,Pantry,1,3.99,3.99
T00046,2025-04-09,P017,Beer,Alcohol,2,9.99,19.98
T00046,2025-04-09,P028,Chicken Breast,Meat,1,7.49,7.49
T00046,2025-04-09,P004,Milk,Dairy,1,1.99,1.99
T00046,2025-04-09,P019,Salsa,Snacks,1,3.79,3.79
T00047,2025-06-20,P024,Bananas,Produce,1,1.49,1.49
T00047,2025-06-20,P006,Cheese,Dairy,1,5.49,5.49
T00047,2025-06-20,P029,Rice,Pantry,1,3.99,3.99
T00048,2025-04-14,P008,Coffee,Beverages,2,7.99,15.98
T00048,2025-04-14,P009,Sugar,Pantry,1,2.19,2.19
T00048,2025-04-14,P027,Tomatoes,Produce,1,2.49,2.49
T00049,2025-04-14,P025,Apples,Produce,1,2.99,2.99
T00049,2025-04-14,P001,Bread,Bakery,1,2.49,2.49
T00049,2025-04-14,P002,Butter,Dairy,1,3.99,3.99
T00050,2025-05-02,P025,Apples,Produce,1,2.99,2.99
T00050,2025-05-02,P005,Eggs,Dairy,1,3.49,3.49
T00050,2025-05-02,P011,Pasta,Pantry,2,1.79,3.58
T00050,2025-05-02,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00051,2025-01-12,P030,Yogurt,Dairy,2,4.49,8.98
T00052,2025-04-27,P023,Baby Wipes,Baby,1,4.99,4.99
T00052,2025-04-27,P026,Lettuce,Produce,1,1.99,1.99
T00053,2025-02-07,P024,Bananas,Produce,1,1.49,1.49
T00053,2025-02-07,P001,Bread,Bakery,1,2.49,2.49
T00053,2025-02-07,P003,Jam,Pantry,2,3.29,6.58
T00054,2025-02-01,P010,Tea,Beverages,3,4.49,13.47
T00055,2025-04-24,P020,Soda,Beverages,2,2.49,4.98
T00055,2025-04-24,P021,Wine,Alcohol,1,12.99,12.99
T00056,2025-03-08,P028,Chicken Breast,Meat,2,7.49,14.98
T00056,2025-03-08,P026,Lettuce,Produce,1,1.99,1.99
T00056,2025-03-08,P029,Rice,Pantry,1,3.99,3.99
T00056,2025-03-08,P020,Soda,Beverages,2,2.49,4.98
T00057,2025-01-21,P024,Bananas,Produce,1,1.49,1.49
T00057,2025-01-21,P007,Cereal,Breakfast,1,4.29,4.29
T00057,2025-01-21,P014,Ground Beef,Meat,1,8.99,8.99
T00057,2025-01-21,P004,Milk,Dairy,1,1.99,1.99
T00058,2025-04-18,P026,Lettuce,Produce,1,1.99,1.99
T00059,2025-05-28,P001,Bread,Bakery,2,2.49,4.98
T00059,2025-05-28,P003,Jam,Pantry,1,3.29,3.29
T00060,2025-05-20,P007,Cereal,Breakfast,1,4.29,4.29
T00060,2025-05-20,P004,Milk,Dairy,2,1.99,3.98
T00060,2025-05-20,P011,Pasta,Pantry,2,1.79,3.58
T00060,2025-05-20,P030,Yogurt,Dairy,2,4.49,8.98
T00061,2025-02-02,P023,Baby Wipes,Baby,1,4.99,4.99
T00061,2025-02-02,P001,Bread,Bakery,1,2.49,2.49
T00061,2025-02-02,P002,Butter,Dairy,1,3.99,3.99
T00061,2025-02-02,P022,Diapers,Baby,2,14.99,29.98
T00061,2025-02-02,P004,Milk,Dairy,1,1.99,1.99
T00061,2025-02-02,P009,Sugar,Pantry,2,2.19,4.38
T00061,2025-02-02,P027,Tomatoes,Produce,2,2.49,4.98
T00062,2025-03-06,P001,Bread,Bakery,2,2.49,4.98
T00062,2025-03-06,P003,Jam,Pantry,1,3.29,3.29
T00062,2025-03-06,P030,Yogurt,Dairy,2,4.49,8.98
T00063,2025-03-05,P001,Bread,Bakery,1,2.49,2.49
T00063,2025-03-05,P002,Butter,Dairy,1,3.99,3.99
T00063,2025-03-05,P007,Cereal,Breakfast,1,4.29,4.29
T00063,2025-03-05,P003,Jam,Pantry,1,3.29,3.29
T00064,2025-01-30,P025,Apples,Produce,3,2.99,8.97
T00064,2025-01-30,P013,Parmesan,Dairy,1,6.49,6.49
T00064,2025-01-30,P011,Pasta,Pantry,2,1.79,3.58
T00064,2025-01-30,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00065,2025-06-26,P024,Bananas,Produce,2,1.49,2.98
T00065,2025-06-26,P007,Cereal,Breakfast,2,4.29,8.58
T00065,2025-06-26,P004,Milk,Dairy,1,1.99,1.99
T00066,2025-01-11,P013,Parmesan,Dairy,1,6.49,6.49
T00066,2025-01-11,P021,Wine,Alcohol,1,12.99,12.99
T00067,2025-05-06,P018,Chips,Snacks,1,3.49,3.49
T00068,2025-05-14,P028,Chicken Breast,Meat,1,7.49,7.49
T00068,2025-05-14,P029,Rice,Pantry,1,3.99,3.99
T00068,2025-05-14,P027,Tomatoes,Produce,3,2.49,7.47
T00068,2025-05-14,P030,Yogurt,Dairy,1,4.49,4.49
T00069,2025-04-26,P010,Tea,Beverages,1,4.49,4.49
T00070,2025-03-25,P017,Beer,Alcohol,2,9.99,19.98
T00070,2025-03-25,P018,Chips,Snacks,1,3.49,3.49
T00070,2025-03-25,P019,Salsa,Snacks,1,3.79,3.79
T00070,2025-03-25,P020,Soda,Beverages,3,2.49,7.47
T00071,2025-01-22,P006,Cheese,Dairy,1,5.49,5.49
T00071,2025-01-22,P021,Wine,Alcohol,1,12.99,12.99
T00072,2025-01-05,P024,Bananas,Produce,1,1.49,1.49
T00072,2025-01-05,P007,Cereal,Breakfast,1,4.29,4.29
T00072,2025-01-05,P004,Milk,Dairy,1,1.99,1.99
T00073,2025-05-21,P007,Cereal,Breakfast,1,4.29,4.29
T00073,2025-05-21,P004,Milk,Dairy,2,1.99,3.98
T00073,2025-05-21,P009,Sugar,Pantry,3,2.19,6.57
T00073,2025-05-21,P010,Tea,Beverages,1,4.49,4.49
T00074,2025-02-19,P019,Salsa,Snacks,3,3.79,11.37
T00074,2025-02-19,P030,Yogurt,Dairy,1,4.49,4.49
T00075,2025-03-14,P025,Apples,Produce,1,2.99,2.99
T00075,2025-03-14,P024,Bananas,Produce,1,1.49,1.49
T00075,2025-03-14,P017,Beer,Alcohol,1,9.99,9.99
T00075,2025-03-14,P002,Butter,Dairy,2,3.99,7.98
T00075,2025-03-14,P007,Cereal,Breakfast,1,4.29,4.29
T00075,2025-03-14,P018,Chips,Snacks,2,3.49,6.98
T00075,2025-03-14,P019,Salsa,Snacks,1,3.79,3.79
T00076,2025-05-01,P002,Butter,Dairy,1,3.99,3.99
T00076,2025-05-01,P006,Cheese,Dairy,2,5.49,10.98
T00077,2025-01-30,P023,Baby Wipes,Baby,2,4.99,9.98
T00077,2025-01-30,P022,Diapers,Baby,3,14.99,44.97
T00077,2025-01-30,P005,Eggs,Dairy,1,3.49,3.49
T00077,2025-01-30,P030,Yogurt,Dairy,1,4.49,4.49
T00078,2025-05-23,P024,Bananas,Produce,1,1.49,1.49
T00078,2025-05-23,P007,Cereal,Breakfast,1,4.29,4.29
T00078,2025-05-23,P029,Rice,Pantry,1,3.99,3.99
T00079,2025-05-26,P024,Bananas,Produce,1,1.49,1.49
T00079,2025-05-26,P029,Rice,Pantry,1,3.99,3.99
T00080,2025-06-19,P024,Bananas,Produce,1,1.49,1.49
T00080,2025-06-19,P007,Cereal,Breakfast,1,4.29,4.29
T00080,2025-06-19,P004,Milk,Dairy,1,1.99,1.99
T00080,2025-06-19,P015,Onions,Produce,1,1.29,1.29
T00081,2025-03-14,P005,Eggs,Dairy,1,3.49,3.49
T00081,2025-03-14,P010,Tea,Beverages,1,4.49,4.49
T00082,2025-02-20,P005,Eggs,Dairy,2,3.49,6.98
T00082,2025-02-20,P027,Tomatoes,Produce,2,2.49,4.98
T00083,2025-01-19,P025,Apples,Produce,2,2.99,5.98
T00084,2025-03-15,P010,Tea,Beverages,1,4.49,4.49
T00085,2025-05-07,P014,Ground Beef,Meat,2,8.99,17.98
T00085,2025-05-07,P029,Rice,Pantry,1,3.99,3.99
T00086,2025-01-07,P026,Lettuce,Produce,1,1.99,1.99
T00087,2025-06-22,P026,Lettuce,Produce,1,1.99,1.99
T00087,2025-06-22,P004,Milk,Dairy,1,1.99,1.99
T00088,2025-04-24,P006,Cheese,Dairy,2,5.49,10.98
T00088,2025-04-24,P016,Garlic,Produce,1,0.89,0.89
T00088,2025-04-24,P026,Lettuce,Produce,1,1.99,1.99
T00088,2025-04-24,P011,Pasta,Pantry,1,1.79,1.79
T00088,2025-04-24,P012,Tomato Sauce,Pantry,3,2.89,8.67
T00088,2025-04-24,P021,Wine,Alcohol,2,12.99,25.98
T00089,2025-05-21,P005,Eggs,Dairy,1,3.49,3.49
T00090,2025-04-14,P001,Bread,Bakery,1,2.49,2.49
T00090,2025-04-14,P002,Butter,Dairy,1,3.99,3.99
T00090,2025-04-14,P003,Jam,Pantry,3,3.29,9.87
T00090,2025-04-14,P010,Tea,Beverages,1,4.49,4.49
T00090,2025-04-14,P027,Tomatoes,Produce,1,2.49,2.49
T00091,2025-02-01,P029,Rice,Pantry,2,3.99,7.98
T00092,2025-03-21,P006,Cheese,Dairy,1,5.49,5.49
T00092,2025-03-21,P027,Tomatoes,Produce,1,2.49,2.49
T00092,2025-03-21,P021,Wine,Alcohol,2,12.99,25.98
T00093,2025-05-08,P025,Apples,Produce,1,2.99,2.99
T00093,2025-05-08,P028,Chicken Breast,Meat,1,7.49,7.49
T00093,2025-05-08,P029,Rice,Pantry,1,3.99,3.99
T00093,2025-05-08,P020,Soda,Beverages,1,2.49,2.49
T00094,2025-02-04,P006,Cheese,Dairy,1,5.49,5.49
T00094,2025-02-04,P028,Chicken Breast,Meat,1,7.49,7.49
T00094,2025-02-04,P026,Lettuce,Produce,2,1.99,3.98
T00094,2025-02-04,P019,Salsa,Snacks,1,3.79,3.79
T00094,2025-02-04,P021,Wine,Alcohol,1,12.99,12.99
T00095,2025-03-27,P023,Baby Wipes,Baby,1,4.99,4.99
T00095,2025-03-27,P022,Diapers,Baby,1,14.99,14.99
T00095,2025-03-27,P027,Tomatoes,Produce,2,2.49,4.98
T00096,2025-04-16,P030,Yogurt,Dairy,2,4.49,8.98
T00097,2025-04-09,P008,Coffee,Beverages,1,7.99,7.99
T00097,2025-04-09,P004,Milk,Dairy,2,1.99,3.98
T00097,2025-04-09,P009,Sugar,Pantry,1,2.19,2.19
T00097,2025-04-09,P030,Yogurt,Dairy,2,4.49,8.98
T00098,2025-01-04,P006,Cheese,Dairy,1,5.49,5.49
T00098,2025-01-04,P008,Coffee,Beverages,1,7.99,7.99
T00098,2025-01-04,P009,Sugar,Pantry,1,2.19,2.19
T00098,2025-01-04,P021,Wine,Alcohol,1,12.99,12.99
T00099,2025-03-23,P003,Jam,Pantry,1,3.29,3.29
T00099,2025-03-23,P027,Tomatoes,Produce,1,2.49,2.49
T00099,2025-03-23,P030,Yogurt,Dairy,1,4.49,4.49
T00100,2025-02-28,P024,Bananas,Produce,1,1.49,1.49
T00100,2025-02-28,P006,Cheese,Dairy,2,5.49,10.98
T00100,2025-02-28,P021,Wine,Alcohol,1,12.99,12.99
T00101,2025-01-15,P018,Chips,Snacks,1,3.49,3.49
T00101,2025-01-15,P019,Salsa,Snacks,1,3.79,3.79
T00101,2025-01-15,P020,Soda,Beverages,1,2.49,2.49
T00102,2025-06-06,P024,Bananas,Produce,1,1.49,1.49
T00102,2025-06-06,P007,Cereal,Breakfast,1,4.29,4.29
T00102,2025-06-06,P029,Rice,Pantry,1,3.99,3.99
T00102,2025-06-06,P030,Yogurt,Dairy,2,4.49,8.98
T00103,2025-03-15,P005,Eggs,Dairy,1,3.49,3.49
T00103,2025-03-15,P013,Parmesan,Dairy,1,6.49,6.49
T00103,2025-03-15,P011,Pasta,Pantry,2,1.79,3.58
T00103,2025-03-15,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00104,2025-04-09,P024,Bananas,Produce,1,1.49,1.49
T00104,2025-04-09,P017,Beer,Alcohol,1,9.99,9.99
T00104,2025-04-09,P007,Cereal,Breakfast,1,4.29,4.29
T00104,2025-04-09,P022,Diapers,Baby,1,14.99,14.99
T00104,2025-04-09,P004,Milk,Dairy,2,1.99,3.98
T00105,2025-01-13,P025,Apples,Produce,1,2.99,2.99
T00105,2025-01-13,P024,Bananas,Produce,1,1.49,1.49
T00105,2025-01-13,P007,Cereal,Breakfast,2,4.29,8.58
T00105,2025-01-13,P004,Milk,Dairy,1,1.99,1.99
T00105,2025-01-13,P030,Yogurt,Dairy,2,4.49,8.98
T00106,2025-06-10,P004,Milk,Dairy,1,1.99,1.99
T00107,2025-05-29,P008,Coffee,Beverages,1,7.99,7.99
T00107,2025-05-29,P004,Milk,Dairy,1,1.99,1.99
T00107,2025-05-29,P009,Sugar,Pantry,1,2.19,2.19
T00108,2025-04-04,P028,Chicken Breast,Meat,1,7.49,7.49
T00108,2025-04-04,P011,Pasta,Pantry,3,1.79,5.37
T00108,2025-04-04,P012,Tomato Sauce,Pantry,1,2.89,2.89
T00109,2025-02-27,P023,Baby Wipes,Baby,2,4.99,9.98
T00109,2025-02-27,P017,Beer,Alcohol,1,9.99,9.99
T00109,2025-02-27,P018,Chips,Snacks,1,3.49,3.49
T00109,2025-02-27,P022,Diapers,Baby,1,14.99,14.99
T00109,2025-02-27,P019,Salsa,Snacks,1,3.79,3.79
T00109,2025-02-27,P020,Soda,Beverages,1,2.49,2.49
T00109,2025-02-27,P027,Tomatoes,Produce,1,2.49,2.49
T00110,2025-06-08,P007,Cereal,Breakfast,2,4.29,8.58
T00110,2025-06-08,P006,Cheese,Dairy,1,5.49,5.49
T00110,2025-06-08,P004,Milk,Dairy,1,1.99,1.99
T00110,2025-06-08,P027,Tomatoes,Produce,1,2.49,2.49
T00111,2025-01-10,P008,Coffee,Beverages,2,7.99,15.98
T00111,2025-01-10,P030,Yogurt,Dairy,1,4.49,4.49
T00112,2025-04-27,P027,Tomatoes,Produce,2,2.49,4.98
T00113,2025-02-09,P024,Bananas,Produce,1,1.49,1.49
T00113,2025-02-09,P021,Wine,Alcohol,1,12.99,12.99
T00113,2025-02-09,P030,Yogurt,Dairy,1,4.49,4.49
T00114,2025-04-03,P018,Chips,Snacks,1,3.49,3.49
T00114,2025-04-03,P019,Salsa,Snacks,1,3.79,3.79
T00115,2025-02-01,P017,Beer,Alcohol,2,9.99,19.98
T00115,2025-02-01,P005,Eggs,Dairy,1,3.49,3.49
T00115,2025-02-01,P009,Sugar,Pantry,2,2.19,4.38
T00115,2025-02-01,P010,Tea,Beverages,1,4.49,4.49
T00116,2025-05-31,P024,Bananas,Produce,1,1.49,1.49
T00116,2025-05-31,P007,Cereal,Breakfast,2,4.29,8.58
T00116,2025-05-31,P004,Milk,Dairy,1,1.99,1.99
T00117,2025-02-03,P024,Bananas,Produce,1,1.49,1.49
T00117,2025-02-03,P016,Garlic,Produce,1,0.89,0.89
T00117,2025-02-03,P013,Parmesan,Dairy,1,6.49,6.49
T00117,2025-02-03,P011,Pasta,Pantry,1,1.79,1.79
T00117,2025-02-03,P012,Tomato Sauce,Pantry,2,2.89,5.78
T00118,2025-05-15,P005,Eggs,Dairy,2,3.49,6.98
T00119,2025-05-12,P020,Soda,Beverages,2,2.49,4.98
T00119,2025-05-12,P009,Sugar,Pantry,1,2.19,2.19
T00119,2025-05-12,P010,Tea,Beverages,1,4.49,4.49
T00120,2025-06-14,P023,Baby Wipes,Baby,1,4.99,4.99
T00120,2025-06-14,P017,Beer,Alcohol,2,9.99,19.98
T00120,2025-06-14,P022,Diapers,Baby,1,14.99,14.99
T00120,2025-06-14,P004,Milk,Dairy,1,1.99,1.99
T00120,2025-06-14,P030,Yogurt,Dairy,1,4.49,4.49
T00121,2025-06-09,P006,Cheese,Dairy,1,5.49,5.49
T00121,2025-06-09,P027,Tomatoes,Produce,1,2.49,2.49
T00122,2025-05-10,P024,Bananas,Produce,1,1.49,1.49
T00122,2025-05-10,P029,Rice,Pantry,2,3.99,7.98
T00123,2025-02-25,P007,Cereal,Breakfast,2,4.29,8.58
T00123,2025-02-25,P004,Milk,Dairy,1,1.99,1.99
T00124,2025-03-22,P018,Chips,Snacks,2,3.49,6.98
T00124,2025-03-22,P008,Coffee,Beverages,1,7.99,7.99
T00124,2025-03-22,P004,Milk,Dairy,1,1.99,1.99
T00124,2025-03-22,P009,Sugar,Pantry,1,2.19,2.19
T00125,2025-05-24,P024,Bananas,Produce,2,1.49,2.98
T00125,2025-05-24,P006,Cheese,Dairy,2,5.49,10.98
T00125,2025-05-24,P021,Wine,Alcohol,3,12.99,38.97
T00126,2025-06-03,P024,Bananas,Produce,1,1.49,1.49
T00127,2025-06-18,P024,Bananas,Produce,1,1.49,1.49
T00128,2025-01-30,P007,Cereal,Breakfast,2,4.29,8.58
T00128,2025-01-30,P026,Lettuce,Produce,1,1.99,1.99
T00129,2025-06-14,P028,Chicken Breast,Meat,3,7.49,22.47
T00129,2025-06-14,P026,Lettuce,Produce,1,1.99,1.99
T00129,2025-06-14,P029,Rice,Pantry,1,3.99,3.99
T00130,2025-02-06,P023,Baby Wipes,Baby,1,4.99,4.99
T00130,2025-02-06,P024,Bananas,Produce,1,1.49,1.49
T00130,2025-02-06,P022,Diapers,Baby,1,14.99,14.99
T00130,2025-02-06,P005,Eggs,Dairy,1,3.49,3.49
T00131,2025-03-21,P005,Eggs,Dairy,1,3.49,3.49
T00131,2025-03-21,P026,Lettuce,Produce,2,1.99,3.98
T00132,2025-01-13,P028,Chicken Breast,Meat,1,7.49,7.49
T00132,2025-01-13,P026,Lettuce,Produce,1,1.99,1.99
T00132,2025-01-13,P029,Rice,Pantry,1,3.99,3.99
T00132,2025-01-13,P010,Tea,Beverages,1,4.49,4.49
T00133,2025-05-05,P025,Apples,Produce,1,2.99,2.99
T00133,2025-05-05,P004,Milk,Dairy,1,1.99,1.99
T00133,2025-05-05,P020,Soda,Beverages,3,2.49,7.47
T00134,2025-02-05,P025,Apples,Produce,2,2.99,5.98
T00134,2025-02-05,P006,Cheese,Dairy,1,5.49,5.49
T00134,2025-02-05,P016,Garlic,Produce,1,0.89,0.89
T00135,2025-02-28,P018,Chips,Snacks,1,3.49,3.49
T00135,2025-02-28,P005,Eggs,Dairy,1,3.49,3.49
T00135,2025-02-28,P019,Salsa,Snacks,1,3.79,3.79
T00136,2025-04-20,P025,Apples,Produce,2,2.99,5.98
T00136,2025-04-20,P006,Cheese,Dairy,1,5.49,5.49
T00136,2025-04-20,P013,Parmesan,Dairy,2,6.49,12.98
T00136,2025-04-20,P021,Wine,Alcohol,2,12.99,25.98
T00137,2025-01-23,P024,Bananas,Produce,1,1.49,1.49
T00137,2025-01-23,P019,Salsa,Snacks,1,3.79,3.79
T00138,2025-03-21,P024,Bananas,Produce,1,1.49,1.49
T00138,2025-03-21,P007,Cereal,Breakfast,1,4.29,4.29
T00138,2025-03-21,P006,Cheese,Dairy,2,5.49,10.98
T00139,2025-03-31,P024,Bananas,Produce,1,1.49,1.49
T00139,2025-03-31,P007,Cereal,Breakfast,3,4.29,12.87
T00139,2025-03-31,P008,Coffee,Beverages,1,7.99,7.99
T00139,2025-03-31,P004,Milk,Dairy,1,1.99,1.99
T00139,2025-03-31,P009,Sugar,Pantry,1,2.19,2.19
T00140,2025-05-29,P026,Lettuce,Produce,3,1.99,5.97
T00141,2025-03-24,P017,Beer,Alcohol,1,9.99,9.99
T00141,2025-03-24,P006,Cheese,Dairy,1,5.49,5.49
T00141,2025-03-24,P008,Coffee,Beverages,1,7.99,7.99
T00141,2025-03-24,P004,Milk,Dairy,1,1.99,1.99
T00141,2025-03-24,P009,Sugar,Pantry,1,2.19,2.19
T00141,2025-03-24,P010,Tea,Beverages,1,4.49,4.49
T00142,2025-01-24,P023,Baby Wipes,Baby,2,4.99,9.98
T00142,2025-01-24,P022,Diapers,Baby,1,14.99,14.99
T00142,2025-01-24,P020,Soda,Beverages,2,2.49,4.98
T00143,2025-06-16,P029,Rice,Pantry,1,3.99,3.99
T00144,2025-01-16,P006,Cheese,Dairy,1,5.49,5.49
T00145,2025-06-15,P007,Cereal,Breakfast,1,4.29,4.29
T00146,2025-04-04,P025,Apples,Produce,2,2.99,5.98
T00147,2025-06-23,P006,Cheese,Dairy,1,5.49,5.49
T00147,2025-06-23,P005,Eggs,Dairy,1,3.49,3.49
T00148,2025-03-06,P008,Coffee,Beverages,1,7.99,7.99
